s1,s2,label,pred
分期付款需要支付全额,分期付款需要支付全额的原因,1,0
你是臭脚丫吗,你的脚好臭,1,0
我要看去干嘛,你看我干嘛啊,1,0
为什么一个人,怎么一个人,0,1
手机准备关机了，如何做,我的手机要关机了，岂关掉,0,1
什么音乐,叫什么歌,0,1
被你喊过的名字叫泡芙都很甜,被你喊过的名字叫泡芙因为都很甜,0,1
为何会如此,怎么可能呢,0,1
我想喝酒,我要去喝酒,0,1
我妈妈几岁了,你妈今年多大了,1,0
你是不是觉得我烦了,那你为什么不理我,1,0
你心宽体胖吗,你是不是很肥,0,1
你到底是什么样的手机,oppo手机是怎么样的,1,0
JERRY,JERRY的,1,0
既然你也喜欢我那我们在一起吧,那你做我的女朋友吧,0,1
你给我唱一下,你给我唱个,1,0
游戏中心图标上数字的清除方法,游戏中心上面的数字怎样删除,0,1
我不想做你的主人我想做你的朋友可以吗,我们是好朋友吗,1,0
小布七点二十叫我,小布七点二十叫我起床,1,0
那我送你一句话吧,这样吧，我跟你讲一句话,1,0
笑话哈哈,笑话段子,0,1
听筒音量小怎么办,怎么调小听筒音量,0,1
你什么配置,设备你有些什么,0,1
你不好用,你不会好用的,0,1
你不想出来,想不出来,0,1
周公法师要去约会了吗,我已经睡觉了，怎,1,0
你是有毛病了吧,你是不是有病呀,0,1
我在这里我在这儿，我在这里，我在这里,看见我了吗，我在这儿,1,0
你老婆叫什么,你为什么不给我说你老婆叫什么,0,1
你是不是想死啊,你真的想死啊,1,0
屏幕碎了可以修复吗,手机屏幕碎了可以修复,1,0
你回答真好,你情商真高,1,0
明天早上七点钟叫醒我,明天早间七点钟叫我起床,0,1
如何设置语音助手,怎么设置手机语音助手,0,1
手表如何恢复出厂设置,手机如何恢复出厂设置,1,0
真的我有媳妇,我已经有女朋友了,0,1
形容高兴的成语,形容高兴的词语,1,0
蒙犽是什么,蒙犽是谁,1,0
75除以五等于些许,75除以十五等于几,1,0
我的OPPO手机丢了该怎么办,我的oppo手机丢了,1,0
密码忘记怎么更改,忘记密码的问题怎么更改,1,0
这个是什么笑话吧,这笑话呢,1,0
没电了没电,电话没电了,1,0
你是谁的小宝贝呀,小宝贝的主人会是谁呢,0,1
我想听脑急转弯,再给我讲个脑筋急转弯,0,1
好吧谢谢,哦好的谢谢哦,0,1
去公共厕所,导航去公共厕所,1,0
很喜欢你呀,我喜欢你很久了,0,1
你是哪国人,你是非洲来的吗,0,1
怎样收到验证码,接收不到验证码，怎么办,1,0
我现在心情有点烦躁我该怎么办,心情莫名烦躁怎么办,0,1
可以语音呼唤,语音呼唤,0,1
新闻朗诵,新闻来点,1,0
你在干啥你在干啥,宝宝你在哪里,0,1
真的骂人啊,怎么骂人,1,0
你给我滚蛋啊你给我滚你给我滚你死了吗,滚你给我滚,0,1
K1是否支持NFC,k7支持nfc么,0,1
珍珠奶茶闷米饭,你尝过珍珠奶茶闷米饭吗,1,0
有人聊在吗,有人聊你吗,1,0
会不会说北京话,说句北京话来听,1,0
说就行了,行吧那就能说了,0,1
打个电话,我就打电话，什么意,1,0
你还是回去吧,你还是回家吧,1,0
你刚才说什么呢,你刚才说的话,0,1
国际禁毒日是多久,禁毒日是多久,1,0
你为什么一直不告诉我解锁的密码是多少,解锁的密码是多少,1,0
外屏屏幕多少钱,屏幕外屏碎了多少钱,1,0
你的心在哪里呀,你心里在哪,0,1
你们聊吧我出去了,那，那，我出去,1,0
我要运动吗,为何我要运动,1,0
你找男朋友了吗,美女有男朋友了吗,1,0
怎么唤醒小布呀,怎么唤醒小布语音,1,0
手机伸缩摄像头出来不来,摄像头伸缩不出来,0,1
陪我玩什么呀,陪人家玩耍什么意思,1,0
你会什么技能,小布技能,1,0
我怎么拿给你看,我怎么给你看,1,0
我得睡觉了,我想睡觉了,1,0
hihello什么意,你好你好,1,0
手机快没电了怎么解决,手机没电，是否没电了,1,0
就应该好好的看书,好看的书,1,0
我洗澡去了,不说了我要洗澡去了,0,1
小布好无聊啊,小布我好无聊啊,1,0
最近应用的使用记录,查看最近使用的应用,1,0
我看着会挤眉弄眼就行,我自己看着舒服就行,0,1
十一月二十号,十一月二十日,1,0
一个睡前故事,放一个睡前故事,0,1
你到底会说谎吗,你会撒谎吗,0,1
wifi连不上,我连不上我家wifi,0,1
六十点零八除以零点二,六十二除以零点六等于多少,1,0
三十的英文怎么写,三十的英文是什么,0,1
手机充满电后会自动断电吗,一晚上充电手机会自动断电嘛？,1,0
你辛苦了,爸爸你辛苦了,0,1
你们有看过free吗,free,1,0
不知道说什么好,我该说什么好呢,1,0
没人跟我玩,我只能独自玩耍,0,1
动态壁纸设置不了,如何设置动态壁纸的,1,0
今天要穿什么衣服,今天我们应该穿什么衣服,0,1
你可以有什么用,你有没有用,1,0
打开设备锁,打开设置锁屏,1,0
说什么事,你说什么事,0,1
虽然我觉的我不行但是我也要试试,我觉得我不行,1,0
你给我吃啊,我要做饭给你吃,1,0
输入法文字输入异常,输入法输入很卡顿,0,1
你觉得不能摸屁股,屁股摸不得,1,0
你好hello,这才你好你好你好,0,1
小布你的功能是什么,除了放鞭炮，你还会做什么,1,0
QQ打开QQ,打开QQ的,0,1
我不是你妈妈,不是你妈妈,0,1
英语的远足,英语远足怎么说,0,1
有什么困难吗说谎的话,你会不会说谎,1,0
不要小气嘛,小不小气,0,1
你的屁股大小啊,你的屁股大不大,0,1
问你什么都不知道,一问你就三不知,1,0
无情哈拉是什么意思,无情哈萨是什么意思,0,1
oppo售后维修,oppo手机返厂维修,0,1
小布几点起,那几点钟,1,0
你之前说啥呢,你刚说啥,1,0
被查找手机锁定，怎么激活手机,手机被找回锁死怎样激活,0,1
打开声音讲个笑话,请讲一个笑话,0,1
菠萝饭怎么做,怎么炒出美味的菠萝饭,0,1
你可以陪我睡觉吗,我要和你一起睡,0,1
饿了吗我饿了吗,我饿了吧,0,1
退出夜间模式,退出暗夜模式,1,0
你身材怎么样,你的体型是什么样的,0,1
我有点难受,我真的好难受,1,0
谁是你喜欢的明星啊,你喜欢哪些明星,0,1
我这手机值多少钱,我的这款手机原价多少钱,0,1
外置sd卡怎么设置,怎么设置外置内存卡,0,1
小布打开我的QQ,打开QQ傻丫头,1,0
五月份二十号快乐吗,520快乐的歌词,1,0
从未想过，有没有想过,有没有没有想过的,1,0
手机闹钟怎么设置,怎在手机上设置闹钟,0,1
小布帮我拍张照,能拍照吗,1,0
你可以对我说我爱你么,你不说出去我怎么知道我爱你,0,1
oppo有自带的录音机吗,有oppo的录音机吗,0,1
我让你夸夸我,你在夸我,1,0
每天不想上班,每天都不想起床,0,1
屏幕有黑影是哪里出的问题,屏幕里面黑了一块是什么问题,1,0
那你说有什么误会,我跟你直接有什么误会,1,0
给我红包不行不,恭喜发财红包领,1,0
缺钱是我现在的状态,我有点缺钱,0,1
你什么脸型,你是不是脸圆,1,0
你是只猪吗,你是猪你是猪你是猪,0,1
放个连环屁吧,打开音量放个屁,1,0
如何恢复删除掉的短信息,手机删除掉的信息如何恢复,0,1
你真调皮,你真不听话,0,1
再我说你好小不你可以出来吗,在我说你好小布可以自动出来吗,1,0
hisorry,sorry,1,0
你为什么不回我呢,你为什么不回我短信,0,1
这是真的吗,你是真正吗,1,0
手机丢失处于离线状态如何查找,手机处于离线状态能否查找手机,1,0
换电池人工费多少,换电池需要人工费嘛,0,1
小布讲个笑话吧,小度我想听笑话的曲,0,1
小布什么歌,识别当前歌曲,0,1
出一个脑筋急转弯,我要玩脑筋急转弯模式,0,1
我没有吃的东西,我还没吃东西呢,0,1
我要怎叫你,我怎么才唤醒你,0,1
那小子呢,那小子呢去哪里了不在家,1,0
我遇到危险了,我现在好危险啊,0,1
不懂就算求了,听不懂就算了,1,0
考试通过,我的考试居然通过了,0,1
甚可以组什么词,甚至的甚可以组什么词,1,0
妈妈好想你,妈妈我难受我好想你,1,0
手机桌面上的时间怎恢复,桌面的时间没有了岂恢复,0,1
你单身多久了,单身太久了,1,0
你是我女朋友知道吗,你是我的女朋友好吗,1,0
我想听惊魂故事,说个鬼故事,0,1
你为何这么滑稽,你怎这么幽默,0,1
嘿小布打开我的相册,我想看小布的照片,0,1
今日股市怎么了,今天股市的股票,1,0
有啥用呢,可以做什么,0,1
报一下时间,现在几时几分,1,0
给我找一个陪我聊聊的美女,找几个好看的美女聊天,0,1
我要讲笑话,小布讲个笑话听,0,1
你自己充电吧,你自己找找充电器把手机充上电,0,1
我要把你关,我想把你关闭,0,1
想你无时不断,想你一辈子,0,1
你真是一个小机灵鬼,我只认为你是个小机灵鬼,0,1
那你再讲个笑话,麻烦你咋讲个笑话,1,0
给我读一下短信,朗读信息,0,1
打开微信给妈妈打语音电话,打微信电话给妈妈,1,0
我叫你什么,我叫你干啥,0,1
小布进入相册,进入图片,0,1
怎样进行备份,怎样才能备份我里面的信息,1,0
你们为什么不用睡觉,你不睡觉了吗? ? ?,1,0
再说个脑筋急转弯,换一个脑子急转弯,0,1
你的功能还是不多哟,功能你有多少呢,0,1
app震动关闭,震动关闭,0,1
丁今天天气何以,今天天气怎么样,1,0
你有兄弟姐妹吗,你有哥们儿吗,0,1
这件事大家都知道,为啥不知道,1,0
你真是太乖了,你怎么这么听话,0,1
电脑玩游戏有点卡，怎么办,游玩太卡怎么办,0,1
我是不是在想你了,好想你了吗？我好想你吗,0,1
为什么手机过一会儿会想一下,手机为什么过一会就响一下,1,0
你给我唱个歌吗,给我唱一首歌呗,0,1
我非常的生气,我很不满,0,1
我想打开中国天气,我想要看一下中国天气台,0,1
我该睡觉了,我该上床了,0,1
可是我不喜欢跟你聊天,我怎么都不会跟你聊天了,0,1
我找到了,你要我就找到了,1,0
wifi搜索获得wifi信号无法连接,wi-fi搜索到但无法连接,0,1
你听不见我说话吗,我说话你为什么听不见,1,0
你真的好可爱呀,在我心目中你最可爱,1,0
现在有啊好玩的？什么好玩的,现在什么好玩的,0,1
我今天能给我发货吗,您好，我今日可以发货么,0,1
我能不清楚,我还不清楚,1,0
我现在部愿意搭理你，再见。,你可以退下了再见,1,0
像我整不明白,我就是不明白呀,0,1
用电子保卡,电子保卡使用,1,0
唱别的歌,能不能换一首歌,0,1
手机怎样清理缓存呢,手机没空间了怎样清理,1,0
还没到家,我还没到家,0,1
k3前置升降摄像头怎么样,k3的前摄像头坏了能修理吗,1,0
我为什么还没有男朋友,我这么美为什么都没有男朋友,1,0
有什么新消息,有新消息吗,0,1
告诉我告诉我,就告诉我,1,0
今天早上的新闻,我想听早间新闻,0,1
我想听你唱歌,我想听你来一首,1,0
好了睡觉了,想睡觉了呢先去休息了,1,0
你有兄弟姐妹吗,你有表弟表妹吗,1,0
我是你爸爸叫爸爸,我的名字是你爸爸,0,1
我看到你了，为什么,我看到你啦，你视吗,1,0
你给我唱一首歌呗,你帮我唱首歌好吗,0,1
谁是我老公,我老公是什么人,0,1
你说吧我不说了,我不想说你先说,1,0
五十乘以五乘以五十当多少,五十五乘五十,0,1
发一个,我发了一个我发了一个我发了个啊,0,1
我不信你会做出这样的事,我不相信是这样的事情,0,1
qq游览器怎打开,qq浏览器打开,1,0
我好难过啊,我真的很难过的,0,1
我正睇着你,他正在瞪着你呢？是什么意思,1,0
我不喜欢你我不爱你,我才爱你呢,0,1
我不要看了,我不要看这个,1,0
灯光亮一点,灯光调亮一点,1,0
什么都知道语音助手,手机播放器英文歌曲可以翻译成中文吗,1,0
你别干了,这个事情超出你的能力了,0,1
你亲我呀,别说亲我,1,0
定一个五十分钟后的闹钟,定一个五十分钟的闹钟,1,0
你是不是把我忘了,你忘了没忘记我吗,0,1
你那温柔的眼神就是我要的,确认过眼神我遇上对的人,0,1
手机sim卡重复导入怎么弄,手机导入sim卡,1,0
你给我讲一个睡前故事,给我讲个故事,1,0
你又死了吗,为什么你再一次死了,1,0
日常常见的冷知识,日常会遇到的冷知识,0,1
什么玩意,啥玩意而已,0,1
哦不开心,我哪不开心呢,1,0
怎么在主页上放时钟,怎么在主页弄时间,0,1
我最爱我的女人,我最爱的人是谁,1,0
再出一个脑筋急转弯,打开脑筋急转弯,1,0
然后说什么,如果他先夸我，我该怎么回复啊,1,0
不要打我,你不能打我,0,1
你说了什么,你在说什么,0,1
你不可能没读过书吧,你读过书吗,0,1
你有什么用啊,别人会不会用你,0,1
会员密码修改在哪,如何修改会员密码,1,0
为什么插上耳机后总是会弹出语音助手,放入耳机频繁弹出语音助手原因,0,1
微信微信打电话,微信电话,1,0
帮我打开明天早上六点的闹钟,帮我设置明天早上六点的闹钟,1,0
用英语的英文,英文的英语,1,0
不小布讲个笑话,你会讲笑话吗,1,0
给我一个脑筋急转弯,还有没有脑筋急转弯,1,0
先聊一会儿,我们可以先聊会吗,1,0
为什么你有两个名字,你竟然有两个名字,1,0
不帮我打开计算机,帮我打电脑，打开计算机,1,0
你的新功能,你会做什么事情,1,0
你的偶像是谁,你还有偶像啊,1,0
我有多少积分,我的积分还剩多少,1,0
悲伤的我想哭,我很忧伤,1,0
多频段手机,手机支持频段越多,0,1
我行不行,我可不可以试一下？,0,1
你没什么用,你有什么卵用,0,1
明天再见,明见再见吧,1,0
只要你想要,只要你愿意,1,0
手机的号码,本机号码是多少,0,1
相册照片丢失,相册部分照片丢失,0,1
给我看照,小布我想瞧你的照片,0,1
就你嘴甜,就你会哄骗人,0,1
有谁知道谁是刘国东吗,你知道刘国东吗,1,0
麻烦您了帮我打开，多谢,麻烦帮我打开一下,0,1
我可跟你结婚吗,女孩可以跟我结婚吗,1,0
以旧换新是怎样换,怎么依旧换新,1,0
我以后不想搭理你了,不想跟你谈话了滚,0,1
删除的软件怎么找到,怎么找到最近删除的软件,0,1
开始讲故事,给我说一个故事,0,1
你有大长腿吗,你有腿吗,0,1
为什么你总在我心里,你在我心里干什么,1,0
很失望是我的评价,对你很失望,1,0
故事开始,给我讲故事吧,0,1
我们一起的石头剪刀布图片,你还玩石头剪刀布吗,1,0
我命令你给我唱首歌,给我唱首,0,1
明天多少度,明天天气怎么,0,1
都是自己人,都是自己的,0,1
请问你在哪,你还想在哪请问,1,0
出来聊会儿天,你是不是可以和我聊天吖,1,0
我现在一点都笑不起来,我笑起来不好看,0,1
给咱们讲个笑话吧,我能给我讲一些笑话吗,1,0
K7耳机接口,K3耳机接口介绍,1,0
对啊就是你,这就是你,0,1
换一首歌换一首歌,放别的歌吧的歌词,1,0
女人唱首歌给我听吗,你能唱首歌给我吗,1,0
我太想你了,我老婆太想你了,1,0
我应该喊你什么,我应该如何喊你,1,0
你真顽皮,你为啥怎么顽皮,1,0
指纹解锁开屏幕的时候会闪几下，怎么办,指纹解锁时闪屏,1,0
应用自启动,查看应用自启动,0,1
我想猜谜语,启动猜谜语,0,1
知道吗你知吗,你知道个啥啥啥吗,1,0
那我要是不喜欢你呢,我要是不喜欢你怎么办,1,0
我不想听啦，小布的词,不听歌了吗,1,0
手机开灯,把灯开启,1,0
我想把手机抛出去,我想摔手机,0,1
你有没有在骗我,你是不是骗我,0,1
你有什么用呢,你有多少功能,0,1
googleplay商店如何下载,如何下载googleplay,1,0
快到家了,回家了吧,0,1
你了抱歉啊,你就是sorry啊,0,1
宋仲基宋慧乔离婚,《太阳的后裔》CP分开,1,0
看见我吗，我在这儿呢,我在这里，我在这，我在这儿，我在这里,1,0
讲四川话来听,你能讲四川话不,0,1
我是你的什么人,你是我的什么人,1,0
你不告诉我就算了,你不告诉我,0,1
如何关闭你自己,怎么样关闭自己,1,0
你性别特征是啥,我在问你是男的女的,1,0
你那边天气怎么样,你那冷不冷的歌词,1,0
我想听斗罗大陆,我想听斗罗大陆小说,1,0
你来问我来回复,你能问我一个问题吗,1,0
玩脑筋急转弯我们来玩,问个脑筋急转弯,0,1
你说我是大美女,我是大美女,0,1
我和你之间无一点关系了,我又不是你谁,0,1
给我换下一首,给我换下一首歌曲,0,1
你烦不烦吗,你不耐烦了吗,0,1
我想把你给卖了,我能不能把你给卖了啊,1,0
查询备件价格,查询配件价格,0,1
我已经吃饭了,我现在很饱,0,1
为什么我的版本不支持光遇,我的为什么不能玩光遇,1,0
叫你的时候为什么不理老子,老子要叫你的时候你又不理老子,1,0
手机打电话声音变小听不清了是怎么回事,为什么手机声音不清晰，但是接电话听的清晰,1,0
密码我自己输,你自己怎么输密码,1,0
饭我还没吃,我还没吃,0,1
OPPO手机报价,OPPO手机多少钱,0,1
你太会说话了,那你基本会说话,0,1
A732屏幕,oppo a32的屏幕,0,1
我的通话记录不示，我该怎么办,电脑上通话记录图标不显怎么办,0,1
羽毛球用英语怎么说,羽毛球英语怎么说,0,1
唱一首笑纳,播放一首笑纳,0,1
TFBOYS的歌,播放TFBOYS的歌,1,0
打开躲猫猫大作战,躲猫猫大作战,0,1
我想什么,我想要什么,1,0
手环到了怎么开机,手环收到了要怎么开机使用呢,0,1
哦再试试吧,肯定试试是有帮助的,0,1
我结婚啦,我有媳妇了,0,1
在听笑话,讲一下笑话,0,1
帮我干什么,你都有什么功能,0,1
吃橘子上火吗,橘子吃多了会上火吗,0,1
软件安装好慢,软件安装速度慢的原因,1,0
你又开始了是什么意思,又来了你是什么意,1,0
我爱你你爱我吗,我喜欢你哦,1,0
再讲一个口音笑话,讲段笑话,1,0
打开原相机怎打开相机,打开照相机，谢谢,1,0
打电话给小姐姐,给姐姐打电话,0,1
干吗我没事干,我现在没事干，我可以陪你聊天么,1,0
我八点钟喊我什么歌,八点钟喊我起床哟意思,1,0
小布唱歌唱歌,小布给唱歌,1,0
你刚刚说什么啊,你在说什么,1,0
我想看一下快手,给我找到快手,0,1
打王者荣耀时，我怎么不能分屏,为什么我在打王者荣耀的时候使不得分屏,0,1
谢谢的英文,谢谢的英文怎么写,0,1
然后你就走了,然后走了,0,1
我叫你什么,我叫你干啥来,0,1
为什么不能设置锁屏壁纸,为什么我的壁纸不能使用在锁屏上,1,0
我想要录音手机自带的录音在哪,我的手机有没有自带录音,1,0
倒计时器,钟倒计时,1,0
你废话别那么多,废话那么多,1,0
爱奇艺怎么搜索瞄准,爱奇艺看视频瞄准怎么安上,1,0
我家里有个弟弟,我还有个弟弟,1,0
你知道谁也没有认出的,没有人知道你找谁,0,1
牙齿的牙怎组词,齿字怎么组词,1,0
情人节你怎么过,情人节应该怎么过,1,0
请你立即把它关掉,你把它关掉,0,1
怎样换锁屏壁纸,怎么设置锁屏壁纸,0,1
你有什么用,你就不能有些用吗,0,1
人工客服有没有,天哪没有人工客服吗,1,0
科学用英文怎么说,科学的英文,0,1
你大约啥时候吃饭,你吃饭了,1,0
手机跳屏是什么原因,手机闪屏是什么由,1,0
你是我的主人吗,我是我的主人，我是你的主人,1,0
不你放个屁,放个屁给你,0,1
手机被锁死怎么办,手机锁死了怎样解决,0,1
废弃的纽扣电池处理方式,废旧纽扣电池是有害垃圾它的处理方式是,1,0
小布打开导航键,打开设置导航键,1,0
每天都是空荡荡的,每天都好无聊,0,1
你才是外星人吗,难道不是你不是外星人吗,0,1
我打电话给我,给我打电话我,0,1
打微信电话,给我打微信电话,0,1
天气预报今天有雨吗,今日天晴吗,1,0
我还爱你,我不愿意放弃爱你,0,1
一开锁就有广告能关敞吗,一开锁就有广告能否给我广告关蔽吗,0,1
开机时我的sim卡不能显示,我手机sim卡不显示,0,1
怎搞充电提语,安卓手机怎么安装手机充电提示声,1,0
我不要别给我,给我干嘛,1,0
打开芒果视频,打开芒果频道,0,1
帮我打开小说,来个小说,1,0
想要嫁给肖战,我要嫁给肖战,1,0
为什么我充电会震动,为什么我充电刚插进去会有震动,0,1
哦太感谢了,哦知道了谢谢,1,0
人呢换个话题陪我聊聊呗,还有别的事可说吗,0,1
心情难受了该怎么办,我心情难过怎么办,0,1
我还想再听一个笑话,讲个冷笑话呗,0,1
我要找朋友,我找朋友去了,0,1
那你本来就可以过来,可以过来么，可过来嘛,1,0
你怎么这么巧舌如簧,你为什么这么会聊,0,1
我也不知道我为什么会接受不了,我接受不了,0,1
手机显示屏的电量怎么设置颜色的,怎么改变电池的电量颜色,0,1
我是谁啊,我老爸问我是谁啊,0,1
刚才关机了,关机了哈,0,1
你不理解我,理解一下我不行吗,1,0
以前的小游戏怎打不开,为什么小游戏打不开,1,0
他不会说话,他不说话,0,1
化作春泥更护花的意,落红不是无情物，化作春泥更护花出处,1,0
你会绕口令吗,再讲一个绕口令,1,0
肺炎可以延期还款吗,征信问题，延期还款如何解决,1,0
小布放个连环屁,请你放个屁,1,0
帮我打开本地音乐,我想听本地音乐,0,1
你有爸爸妈妈吗,你父母呢,1,0
我也是男的,我绝对是男的,0,1
用自言自语造句,自言自语怎么造句,0,1
那还用我说嘛,那还用说,1,0
手机退出,退出退出退出退出退出,0,1
来个搞笑的段子l,还想听个笑话,1,0
我老婆不在你陪我来吧,是你陪我好不啦,0,1
小布我们来玩猜谜语,疯狂猜谜语,0,1
谈个对象呗,我想谈对象,0,1
我告诉了他们我有几个儿子,我有几个儿子,0,1
你真的在想我吗,还在想我吗,1,0
你在开玩笑吗,开什么玩笑,1,0
充电器问题,关于充电器问题,0,1
问你大爷去啊,你大爷去,1,0
HELLO来听MAKEYOU,播放makeyou可以吗,0,1
退吧，没事,这没你事了，你就走吧,0,1
我就骂你是怎么了,不骂你，肯定不行,1,0
你最爱的节日是哪个,你喜欢的节日是什么,0,1
可是我不知道,可是我不知道麻烦你了,1,0
什么歌好听,你觉得谁的歌好听,0,1
手机屏坏了怎么办,显示屏坏了怎么办,0,1
我要王者荣耀大乔的号,大乔怎么玩王者荣耀,1,0
他还想我吗,他在想我知道吗,0,1
讲一个笑话故事,你讲个笑话给我听,0,1
如何清内存,存储里面其他内存怎么清理,1,0
为什么会自动调动音量,手机为什么会自己调节音量,0,1
你一定会变聪明,变聪明点吧,0,1
我要运动,不要运动，是不是在在说谎,1,0
你有没有脸呀,你真臭不要脸,1,0
聊什么呀,你说什么呀,0,1
给我来一个笑话,笑话吧,0,1
如果我生气了呢,我生气了呢怎么办,1,0
手机密码忘了怎么,手机密码忘记怎么办,1,0
你别睡觉,你不准睡觉,0,1
oppoa9怎么设置语音唤醒,oppoa9怎么设置语音唤醒助手,1,0
我心情不好,心情不怎么样,0,1
我能不能给我一个男友,给我一下男朋友,0,1
利可以组什么词,胜利的利可以组什么词,1,0
我无法入睡怎么办,还是睡不着,1,0
我要玩脑筋急转弯快点,还要继续玩脑筋急转弯,0,1
充电提示音咋设置,如何设置电量提示音,0,1
我比你聪颖,你比我笨，你比你笨,1,0
我和老婆能睡在一起吗,我爱人和我的爱人一起睡觉，然好吗,1,0
一万加一万呢,一千加一千呢,0,1
请问你有什么事,问你个事,0,1
你来我家,你来我家住吧,0,1
笑话你的,给我讲个好听的笑话,1,0
小微小微明天有雨吗,明天可有雨,1,0
我可爱吧,我可爱还是你可爱,1,0
你给我换一首上一首,再给我来一首歌,0,1
我们难道还不能当朋友吗,我们交个朋友好吗,1,0
你是笨蛋,你是250吗你,1,0
a92s的音效,A92s的音效介绍,0,1
包子怎么做,面包怎么做,0,1
可以我向你说对不起,好吧对不起,1,0
说的啥没听懂,再说一遍呗，我没太明白,1,0
我错了吗,你能不能告诉我，我有什么错,1,0
小宝小宝,小宝贝小宝贝,0,1
那你懂我吗,那你懂吗,1,0
你有没有发现我爱上你后就变笨了,爱上你我傻乎乎,0,1
你好，我给你唱首歌好吗,我给你唱一首歌吧,0,1
我的眼里没有你,我心爱的人不是你,0,1
查询订单,请问订单在在查询,1,0
你怎么又不理我了,我这么可爱你也舍得不理我吗,1,0
小小黑屏的时候可以唤醒你吗,黑屏才能唤醒你吗,1,0
我在学你说话,我要学你说话,0,1
我有点生气了,你想气死我啊,1,0
你现在感觉怎么样,你的感觉如何,0,1
我们这里啊,我们这里是哪里,0,1
女仆小樱,打开女仆小樱,1,0
我没有怎么可能呢,我又出来了,1,0
笑话哈哈,讲一个好笑一点的笑话,1,0
我叫你你咋不理我,那我刚刚叫你你不理我,1,0
兴发明天天气怎么样,明天的天气呢,0,1
现在你要不要睡觉了,你现在困吗,0,1
你怎么这个会哄人,你真会哄人呢,1,0
用电子保卡可以维修手机吗,电子保卡可以维修吗,0,1
好你可以退下了,没有事情了退下吧,0,1
知道是否支持无线充电,是否支持闪充,1,0
十一点闹钟的意思,第一个十一点钟的闹钟,1,0
你啥时候才能更新系统,你系统为何不更新,1,0
小布你能给我讲一个故事吗,老子想听故事,0,1
那你在干什么,你最近在干什么,1,0
手机内存太少了怎么办,手机内存莫名其妙少了，怎么办,0,1
二十的英语怎写,二十英文怎么读,0,1
爱你永远不离不弃,我会永远爱你的,1,0
我失恋了我好难受,我好像失恋了,1,0
我很丑的,我真是太丑了,0,1
我想听9981难,我要听9981,1,0
脑子有问题,是不是脑子问题,1,0
叫我爸爸吗,可以叫我爸爸吗,1,0
我感觉我俩很适合谈恋爱,跟我谈恋爱,1,0
你爸爸是谁,你的爸爸是谁,0,1
你能不能帮我找个对象,帮我找个女朋友可以吗,1,0
火腿肠怎么做,火腿肠是用什么做的,0,1
其他的歌,给我放下一首歌,0,1
你会不会累,我说你是不是有点累了,0,1
我说活着好累啊,我觉得活着挺累的,0,1
请问我是美女,如何看出你美,1,0
家里不想回去,我不回家,1,0
可能是这样,这个事情他可能是这个样子的,1,0
bruno的指令,怎用bruno进行指令,1,0
3d开的什么,3d出的号,1,0
HELLO什么,Hello什么意思,0,1
是游戏退出,游戏退出功能,1,0
指定没带充电器我,我没带充电器,0,1
你去了什么地方,死哪去了你,1,0
哇塞你好厉害呀再给我来一句土味情话呗,听说你会土味情话，来两句呗,0,1
我对你的感觉就是傻,你傻乎乎的,0,1
OPPO如何设置充电提示音,如何开启OPPO充电提示音,1,0
你会什么才艺,那我要你有何用,0,1
打开快手拍视频,打开快手视频,1,0
我用的什么手机,我的手机号码是什么,0,1
哎哟妈哟,这也太震撼了,1,0
再讲一个绕口令,我要听绕口令,0,1
小鸥你要干啥去呀我真的想知道,小鸥哪里去了,1,0
看我的英语怎说,看看我用英语怎说,0,1
在今天分手的我,今天我分手了,0,1
一点用都没有,没有什么用,0,1
我瞌睡来喽,我这就去补瞌睡觉喽,0,1
快点放点音乐听听,开始播放音乐,0,1
大乐透开奖公告,大乐透开奖结果查询,0,1
外面很热,你会休息吗,1,0
找快手,我要刷快手,0,1
我girl,我可是女孩,0,1
什么歌好听,什么音乐最好听,1,0
你有兄弟姐妹吗,你有哥哥姐姐吗,0,1
在家里休息,怎么可能不在家里休息,0,1
你有没有更新了,听说你更新了,1,0
两秒后叫我,倒计时两秒,0,1
我可以一直依赖你吗,那我打你一顿可以吗,1,0
新闻啊啊啊啊，啊啊啊,小布播讲新闻,1,0
并且怎么写,并且的且怎么写,0,1
你要嫁我吗,我想娶你怎么办,1,0
你喜欢男孩子吗,你想找个男孩谈恋爱吗,0,1
二十分钟以后喊我,半小时之后提醒我,0,1
我今天很难过,今天我好难受,0,1
为什么我只能开机一会,为什么手机关不了机,1,0
手机没有快充怎么办,手机突然变成快充了，是怎么回事,1,0
oppo内屏多少钱,oppo内屏换一个多少钱,0,1
我的名字是叫什么,我叫啥子名字,0,1
所以说你,所以说你的,1,0
朗读信息,读一条短信,0,1
女朋友惹我发火了怎么办,女朋友生气怎么办,0,1
我回家啦,我住的地方到了,0,1
手机串码,手机手机套二维码,0,1
打开声音讲个笑话,给我听个笑话,0,1
今天3D出什么,福彩3D开奖号,0,1
本oppo最新款手机是什么,oppo手机的最新款是什么,0,1
给我放个屁,放个屁,0,1
我也不想上班,我怎么可能会不想上班,0,1
oppo云服务,oppo云服务怎么用,1,0
我要打开王者荣耀,我要玩王者荣耀,1,0
手机照相,打开照相功能,0,1
我喜欢听你唱歌,难道我会不喜欢听你唱歌吗,0,1
你几点吃午餐,你每天什么时候吃某顿餐,1,0
怎么删除联系人,u3怎样删除联系人,1,0
打开听歌识曲,识别一下这是什么歌,0,1
