input	target
这是哪种类别的专利？_一种应用于5g-v2x车联网通信系统的三极化车载天线_本发明提供了一种应用于5g‑v2x车联网通信系统的三极化车载天线，包括圆形介质板、方形介质板、馈电结构、八组倒l形单元；圆形介质板，设置于方形介质板下方，所述圆形介质板中间设有全向辐射单元，负责5.85‑5.925ghz直连通信频段；方形介质板，位于圆形介质板的全向辐射单元上方，方形介质板中心与圆形介质板中心处于同一垂直中心线上，且方形介质板的面积小于圆形介质板的面积，所述方形介质板上设有定向辐射单元，负责3.30‑3.60ghz，4.80‑5.00ghz频段内宽覆盖面的定向辐射。该天线同时具备三极化，低交叉极化，高端口隔离度，定向辐射模式宽波束，全向辐射模式低不圆度，且在方位角平面上实现较高增益的特性，满足5g‑v2x要求。_选项：通信/信号/天线,农业/基因/养殖,服装/基建/机械,存储/数据/信息,精算/终端/交通,材料/化学/生物,智能/科技/算法,监测/杀菌/环保,医疗/疾病/细胞,图像/视频/画面,光电/电子/元件,焊接/机械/制造,传感/显示/三维,冶炼/化合/制备,石油/降解/回收,电力/设备/电缆,光伏/发电/配件,电池/驱动/工装,无机/制备/涂层,风电/监测/控制,药物/合成/生物,复合/纳米/超导,建筑/测定/试验,钢材/腐蚀/生产,车辆/轨道/列车,聚合/纤维/材料,导航/接收/航天,矿产/水利/岩土,烧结/锅炉/洗砂,能源/充电/调度,食品/水产/加工,技术/装置/系统,设备/方法/装置,海洋/开采/机械,航空/航天/控制,数据/广告/信息_答案：	0
这是哪种类别的专利？_一种通讯天线调整设备_本实用新型公开了一种通讯天线调整设备，包括底板，底板的顶端固定连接有支撑座，支撑座的顶部通过销轴转动连接有铰接块，铰接块的顶端固定焊接有通讯天线本体，通讯天线本体底端的一侧铰接有第一螺杆，第一螺杆的底端螺纹套接有第一内螺纹管，底板顶端的一侧开设有矩形开槽，矩形开槽的一侧内壁等间隔开设有多个卡齿，第一内螺纹管的底部固定套接有传动齿轮，第一内螺纹管的中部设置有平移机构。本实用新型利用第一螺杆、第一内螺纹管、矩形开槽、卡齿和传动齿轮的设置，再配合平移机构的使用，使得通过拉动第一内螺纹管，带动第一螺杆伸入或伸出第一内螺纹管，提高了通讯天线调节的便捷性和效率。_选项：通信/信号/天线,农业/基因/养殖,服装/基建/机械,存储/数据/信息,精算/终端/交通,材料/化学/生物,智能/科技/算法,监测/杀菌/环保,医疗/疾病/细胞,图像/视频/画面,光电/电子/元件,焊接/机械/制造,传感/显示/三维,冶炼/化合/制备,石油/降解/回收,电力/设备/电缆,光伏/发电/配件,电池/驱动/工装,无机/制备/涂层,风电/监测/控制,药物/合成/生物,复合/纳米/超导,建筑/测定/试验,钢材/腐蚀/生产,车辆/轨道/列车,聚合/纤维/材料,导航/接收/航天,矿产/水利/岩土,烧结/锅炉/洗砂,能源/充电/调度,食品/水产/加工,技术/装置/系统,设备/方法/装置,海洋/开采/机械,航空/航天/控制,数据/广告/信息_答案：	0
这是哪种类别的专利？_一种立式多功能管理终端机_本实用新型公开了一种立式多功能管理终端机，包括机体和遮挡架，所述机体和遮挡架均固定于载板上，所述遮挡架位于机体的两侧，所述机体上设有显示屏、控制面板和控制区，所述机体内部设有智能控制管理系统，所述控制区内设有控制主板和电源，所述遮挡架的架体上设有闭合门，所述遮挡架的架体上设有马达，所述马达通过转轴与闭合门连接。通过机体两侧的遮挡架可以对整个机体的外围提供遮挡，实现了对机体的保护，避免了受外界因素的影响，造成机体受损的情况，同时遮挡架上的感应器、扫码器和扬声器之间的配合，实现了使用者身份验证以及闭合门的独立开启，达到一人一机的效果，有效的对使用者的隐私提供了保护。_选项：通信/信号/天线,农业/基因/养殖,服装/基建/机械,存储/数据/信息,精算/终端/交通,材料/化学/生物,智能/科技/算法,监测/杀菌/环保,医疗/疾病/细胞,图像/视频/画面,光电/电子/元件,焊接/机械/制造,传感/显示/三维,冶炼/化合/制备,石油/降解/回收,电力/设备/电缆,光伏/发电/配件,电池/驱动/工装,无机/制备/涂层,风电/监测/控制,药物/合成/生物,复合/纳米/超导,建筑/测定/试验,钢材/腐蚀/生产,车辆/轨道/列车,聚合/纤维/材料,导航/接收/航天,矿产/水利/岩土,烧结/锅炉/洗砂,能源/充电/调度,食品/水产/加工,技术/装置/系统,设备/方法/装置,海洋/开采/机械,航空/航天/控制,数据/广告/信息_答案：	0
这是哪种类别的专利？_电子设备的控制方法及装置_本公开是关于电子设备的控制方法及装置。该方法应用于电子设备的控制装置，包括：获取充电接口状态信息，充电接口状态信息用于指示充电器的第一充电连接端与电子设备的第二充电连接端的连接状态；当确定充电器的端口类型为标准下行端口sdp类型且根据充电接口状态信息确定第一充电连接端与第二充电连接端处于未完全连接状态时，输出指示信息，指示信息用于提示用户将第一充电连接端与第二充电连接端设置为完全连接状态。该技术方案可以提高电子设备确定充电器的端口类型的准确性，从而改善了用户体验。_选项：通信/信号/天线,农业/基因/养殖,服装/基建/机械,存储/数据/信息,精算/终端/交通,材料/化学/生物,智能/科技/算法,监测/杀菌/环保,医疗/疾病/细胞,图像/视频/画面,光电/电子/元件,焊接/机械/制造,传感/显示/三维,冶炼/化合/制备,石油/降解/回收,电力/设备/电缆,光伏/发电/配件,电池/驱动/工装,无机/制备/涂层,风电/监测/控制,药物/合成/生物,复合/纳米/超导,建筑/测定/试验,钢材/腐蚀/生产,车辆/轨道/列车,聚合/纤维/材料,导航/接收/航天,矿产/水利/岩土,烧结/锅炉/洗砂,能源/充电/调度,食品/水产/加工,技术/装置/系统,设备/方法/装置,海洋/开采/机械,航空/航天/控制,数据/广告/信息_答案：	0
这是哪种类别的专利？_一种贴片天线结构、天线馈线板及基站收发信机_本发明公开了一种贴片天线结构，包括：天线罩；设在天线罩的一侧并与天线罩保持一定距离的金属地板，金属地板朝向天线罩一侧的金属地板的侧壁上连接有馈电贴片；以及贴合在天线罩朝向金属地板一侧的天线罩的侧壁上的天线辐射贴片，其中：天线辐射贴片与金属地板保持一定的距离，用以保持贴片天线的射频特性。本发明还公开了一种基站收发信机和天线馈线板。实施本发明的贴片天线结构、天线馈线板及基站收发信机，在保证天线带宽的前提下，降低天线的高度；优化整机的结构，减小产品的体积。_选项：通信/信号/天线,农业/基因/养殖,服装/基建/机械,存储/数据/信息,精算/终端/交通,材料/化学/生物,智能/科技/算法,监测/杀菌/环保,医疗/疾病/细胞,图像/视频/画面,光电/电子/元件,焊接/机械/制造,传感/显示/三维,冶炼/化合/制备,石油/降解/回收,电力/设备/电缆,光伏/发电/配件,电池/驱动/工装,无机/制备/涂层,风电/监测/控制,药物/合成/生物,复合/纳米/超导,建筑/测定/试验,钢材/腐蚀/生产,车辆/轨道/列车,聚合/纤维/材料,导航/接收/航天,矿产/水利/岩土,烧结/锅炉/洗砂,能源/充电/调度,食品/水产/加工,技术/装置/系统,设备/方法/装置,海洋/开采/机械,航空/航天/控制,数据/广告/信息_答案：	0
这是哪种类别的专利？_用于自适应调制和编码amc的方法和amc控制器_在高级自适应调制和编码(amc)方案中，根据调制格式和可变迭代接收器来调整用于低密度奇偶校验(ldpc)码的代码速率和奇偶校验矩阵(pcm)。用于pcm调整的度分布由启发式优化来设计，以经由用于有限迭代解码的外在信息转移(exit)轨迹分析来使所需snr最小化。该方法通过生成用于准循环ldpc卷积编码的空间耦合pcm来使用动态窗口解码。该方法还提供了共同优化用于高阶和高维调制的标记和解码复杂性的方式。将大量不同ldpc码用于各种调制格式和可变迭代解码的问题还通过跨迭代计数的线性依赖pcm调整以保持使用公共生成器矩阵来解决。该pcm调整可以改善置信传播解码的收敛速度并减轻错误平台问题。_选项：通信/信号/天线,农业/基因/养殖,服装/基建/机械,存储/数据/信息,精算/终端/交通,材料/化学/生物,智能/科技/算法,监测/杀菌/环保,医疗/疾病/细胞,图像/视频/画面,光电/电子/元件,焊接/机械/制造,传感/显示/三维,冶炼/化合/制备,石油/降解/回收,电力/设备/电缆,光伏/发电/配件,电池/驱动/工装,无机/制备/涂层,风电/监测/控制,药物/合成/生物,复合/纳米/超导,建筑/测定/试验,钢材/腐蚀/生产,车辆/轨道/列车,聚合/纤维/材料,导航/接收/航天,矿产/水利/岩土,烧结/锅炉/洗砂,能源/充电/调度,食品/水产/加工,技术/装置/系统,设备/方法/装置,海洋/开采/机械,航空/航天/控制,数据/广告/信息_答案：	0
这是哪种类别的专利？_天线结构及具有该天线结构的无线通信装置_一种天线结构，包括金属件、第一馈入部第一匹配电路及第二匹配电路，金属件包括金属前框、金属背板及金属边框，金属边框夹设于金属前框与金属背板之间，金属边框上开设开槽，金属前框上开设第一断点及第二断点，第一断点及第二断点分别靠近所述开槽的两个末端设置，第一断点及第二断点与所述开槽连通并延伸至隔断所述金属前框，位于第一断点与第二断点之间的金属前框形成第一辐射段，第一匹配电路包括提取器，第一馈入部一端电连接至第一辐射段，另一端通过提取器连接至第一馈入源及第二馈入源，第二匹配电路包括第三电感及第三电容，第一辐射段靠近第二断点的一端通过第三电感及第三电容连接至地。_选项：通信/信号/天线,农业/基因/养殖,服装/基建/机械,存储/数据/信息,精算/终端/交通,材料/化学/生物,智能/科技/算法,监测/杀菌/环保,医疗/疾病/细胞,图像/视频/画面,光电/电子/元件,焊接/机械/制造,传感/显示/三维,冶炼/化合/制备,石油/降解/回收,电力/设备/电缆,光伏/发电/配件,电池/驱动/工装,无机/制备/涂层,风电/监测/控制,药物/合成/生物,复合/纳米/超导,建筑/测定/试验,钢材/腐蚀/生产,车辆/轨道/列车,聚合/纤维/材料,导航/接收/航天,矿产/水利/岩土,烧结/锅炉/洗砂,能源/充电/调度,食品/水产/加工,技术/装置/系统,设备/方法/装置,海洋/开采/机械,航空/航天/控制,数据/广告/信息_答案：	0
这是哪种类别的专利？_智能终端的联网方法和装置_本发明公开了一种智能终端的联网方法和装置。其中，该方法包括：获取位于目标地理区域内的网络热点的认证信息，认证信息用于将智能终端接入网络热点；检测到目标网络热点提供的信号；在获取到的网络热点的认证信息中查找目标网络热点的认证信息；在查找到目标网络热点的认证信息的情况下，使用目标网络热点的认证信息将智能终端接入到目标网络热点。本发明解决了相关技术中智能终端在不能链接移动数据基站的情况下无法连接网络热点的技术问题。_选项：通信/信号/天线,农业/基因/养殖,服装/基建/机械,存储/数据/信息,精算/终端/交通,材料/化学/生物,智能/科技/算法,监测/杀菌/环保,医疗/疾病/细胞,图像/视频/画面,光电/电子/元件,焊接/机械/制造,传感/显示/三维,冶炼/化合/制备,石油/降解/回收,电力/设备/电缆,光伏/发电/配件,电池/驱动/工装,无机/制备/涂层,风电/监测/控制,药物/合成/生物,复合/纳米/超导,建筑/测定/试验,钢材/腐蚀/生产,车辆/轨道/列车,聚合/纤维/材料,导航/接收/航天,矿产/水利/岩土,烧结/锅炉/洗砂,能源/充电/调度,食品/水产/加工,技术/装置/系统,设备/方法/装置,海洋/开采/机械,航空/航天/控制,数据/广告/信息_答案：	0
这是哪种类别的专利？_一种数据处理方法和装置_本发明实施例提供了一种数据处理方法和装置，其中，所述方法包括：判断所述承载的业务是否为视频业务；若所述承载的业务为视频业务，则确定所述视频业务对应的清晰度；依据所述清晰度确定第一比特率，所述第一比特率大于基础比特率，所述基础比特率是保障所述drb承载业务的速率下限；在所述drb承载所述视频业务的过程中，将所述第一比特率作为所述drb的最小比特率minbr。从而本发明实施例通过增大drb承载视频业务过程中的minbr，提高视频业务对应数据传输的速率，进而保证视频的流畅性。_选项：通信/信号/天线,农业/基因/养殖,服装/基建/机械,存储/数据/信息,精算/终端/交通,材料/化学/生物,智能/科技/算法,监测/杀菌/环保,医疗/疾病/细胞,图像/视频/画面,光电/电子/元件,焊接/机械/制造,传感/显示/三维,冶炼/化合/制备,石油/降解/回收,电力/设备/电缆,光伏/发电/配件,电池/驱动/工装,无机/制备/涂层,风电/监测/控制,药物/合成/生物,复合/纳米/超导,建筑/测定/试验,钢材/腐蚀/生产,车辆/轨道/列车,聚合/纤维/材料,导航/接收/航天,矿产/水利/岩土,烧结/锅炉/洗砂,能源/充电/调度,食品/水产/加工,技术/装置/系统,设备/方法/装置,海洋/开采/机械,航空/航天/控制,数据/广告/信息_答案：	0
这是哪种类别的专利？_一种显存资源的调度方法、装置及计算机存储介质_本发明实施例公开了一种显存资源的调度方法、装置及计算机存储介质；该方法应用于cpu的显存管理技术，该方法可以包括：在执行当前渲染任务过程中，响应于图形处理器gpu驱动程序检测到显存溢出事件的发生，统一调度器从非活跃渲染上下文中选择目标渲染上下文；所述统一调度器按照使用频次状态从用于存储所述目标渲染上下文的显存页中确定被切换的显存页；所述统一调度器将所述被切换的显存页切换出显存，并将所述显存中切换后的空余显存页分配至活跃渲染上下文。通过上述方案，能够灵活地调度显存资源，并且提高显存资源的利用效率。_选项：通信/信号/天线,农业/基因/养殖,服装/基建/机械,存储/数据/信息,精算/终端/交通,材料/化学/生物,智能/科技/算法,监测/杀菌/环保,医疗/疾病/细胞,图像/视频/画面,光电/电子/元件,焊接/机械/制造,传感/显示/三维,冶炼/化合/制备,石油/降解/回收,电力/设备/电缆,光伏/发电/配件,电池/驱动/工装,无机/制备/涂层,风电/监测/控制,药物/合成/生物,复合/纳米/超导,建筑/测定/试验,钢材/腐蚀/生产,车辆/轨道/列车,聚合/纤维/材料,导航/接收/航天,矿产/水利/岩土,烧结/锅炉/洗砂,能源/充电/调度,食品/水产/加工,技术/装置/系统,设备/方法/装置,海洋/开采/机械,航空/航天/控制,数据/广告/信息_答案：	0
这是哪种类别的专利？_基于多粒子纠缠的量子网络抽签方法_本发明涉及一种基于多粒子纠缠的量子网络抽签方法，包括：s1、参与抽签的用户向抽签管理机构发送身份信息，完成注册，抽签管理机构通过qkd收发机与用户共享身份密钥。s2、抽签管理机构为抽签用户制备抽签量子态，并将全部粒子重新分组以便于后续量子分发。s3、抽签管理机构生成随机秘密编码并存储于存储器中，利用身份密钥和秘密编码为每个抽签用户制备测试粒子。s4、抽签管理机构将测试粒子随机插入重新分组后的抽签量子态中，并通过经典量子融合信道传输量子信息。s5‑s6、抽签用户与抽签管理机构利用测试粒子，验证双方身份信息。s7、量子态安全检测。s8、抽签用户舍弃量子态安全测试中使用的粒子，测量剩余的粒子获得抽签信息。_选项：通信/信号/天线,农业/基因/养殖,服装/基建/机械,存储/数据/信息,精算/终端/交通,材料/化学/生物,智能/科技/算法,监测/杀菌/环保,医疗/疾病/细胞,图像/视频/画面,光电/电子/元件,焊接/机械/制造,传感/显示/三维,冶炼/化合/制备,石油/降解/回收,电力/设备/电缆,光伏/发电/配件,电池/驱动/工装,无机/制备/涂层,风电/监测/控制,药物/合成/生物,复合/纳米/超导,建筑/测定/试验,钢材/腐蚀/生产,车辆/轨道/列车,聚合/纤维/材料,导航/接收/航天,矿产/水利/岩土,烧结/锅炉/洗砂,能源/充电/调度,食品/水产/加工,技术/装置/系统,设备/方法/装置,海洋/开采/机械,航空/航天/控制,数据/广告/信息_答案：	0
这是哪种类别的专利？_一种通讯工程变换器固定装置_本发明涉及一种通讯相关，更具体的说是一种通讯工程变换器固定装置，包括中心杆、攀爬机构一、攀爬机构二、底部缓冲机构、中心外壳、侧缓冲机构、底部外壳、内部调整机构、底板结构、底部固定结构，本装置具有防风力过大的功能，装置具有侧防撞的功能，具有底部调整固定的功能，具有局部调高的功能，装置还具有内壁攀爬的功能，更便于安装。底部固定结构与底板结构相连接，底板结构与底部外壳相连接，底部外壳与内部调整机构相连接，内部调整机构与底板结构相连接，底部外壳与中心外壳相连接，中心外壳与攀爬机构二相连接，攀爬机构二与中心杆相连接，中心杆与攀爬机构一相连接，中心杆与底部缓冲机构相连接，侧缓冲机构与底部外壳相连接。_选项：通信/信号/天线,农业/基因/养殖,服装/基建/机械,存储/数据/信息,精算/终端/交通,材料/化学/生物,智能/科技/算法,监测/杀菌/环保,医疗/疾病/细胞,图像/视频/画面,光电/电子/元件,焊接/机械/制造,传感/显示/三维,冶炼/化合/制备,石油/降解/回收,电力/设备/电缆,光伏/发电/配件,电池/驱动/工装,无机/制备/涂层,风电/监测/控制,药物/合成/生物,复合/纳米/超导,建筑/测定/试验,钢材/腐蚀/生产,车辆/轨道/列车,聚合/纤维/材料,导航/接收/航天,矿产/水利/岩土,烧结/锅炉/洗砂,能源/充电/调度,食品/水产/加工,技术/装置/系统,设备/方法/装置,海洋/开采/机械,航空/航天/控制,数据/广告/信息_答案：	0
这是哪种类别的专利？_一种特殊布局的天线阵列_一种特殊布局的天线阵列，包括呈3行放置的3个低频辐射单元、至少10个高频辐射单元分为四组高频阵列和反射板，第一组高频阵列位于第一行低频辐射单元与第二行低频辐射单元之间，第一组高频阵列由偶数个高频辐射单元组成，并按2列多行整齐并排设置，第二组高频阵列呈一列设置于第二行低频辐射单元的左侧，第三组高频阵列位于第二行低频辐射单元与第三行低频辐射单元之间，第三组高频阵列由偶数个高频辐射单元组成，并按2列多行整齐并排设置，第四组高频阵列呈一列设置在第四行低频辐射单元的右侧。本专利避免多频天线阵列组合时的物理干扰、减少天线尺寸减低成本，改善水平面波束的收敛性，减小不同频段辐射单元的电磁干扰，提升天线整体性能。_选项：通信/信号/天线,农业/基因/养殖,服装/基建/机械,存储/数据/信息,精算/终端/交通,材料/化学/生物,智能/科技/算法,监测/杀菌/环保,医疗/疾病/细胞,图像/视频/画面,光电/电子/元件,焊接/机械/制造,传感/显示/三维,冶炼/化合/制备,石油/降解/回收,电力/设备/电缆,光伏/发电/配件,电池/驱动/工装,无机/制备/涂层,风电/监测/控制,药物/合成/生物,复合/纳米/超导,建筑/测定/试验,钢材/腐蚀/生产,车辆/轨道/列车,聚合/纤维/材料,导航/接收/航天,矿产/水利/岩土,烧结/锅炉/洗砂,能源/充电/调度,食品/水产/加工,技术/装置/系统,设备/方法/装置,海洋/开采/机械,航空/航天/控制,数据/广告/信息_答案：	0
这是哪种类别的专利？_一种宽频带双极化基站天线_本实用新型公开了一种宽频带双极化基站天线，包括底座，所述底座的底部嵌装固定有马达，所述旋转盘的顶部安装有支撑板，所述第一固定块的一侧通过螺栓安装有电动推杆，所述电动推杆活塞杆的一端设置有推板，所述推板的一侧通过第二固定块与所述电动推杆的一端转动连接，所述推板的一端与所述旋转盘的一侧转动连接，所述推板的另一侧通过第一螺栓安装有天线本体，本实用新型主要是通过电动推杆推动推板的一端移动，使天线本体的一端以圆杆为中心进行倾斜角度的调节，且马达可以带动旋转盘水平方向360°转动，使天线本体可以在水平方向任何角度进行倾斜角度的调整，一定程度上增加信号接收范围。_选项：通信/信号/天线,农业/基因/养殖,服装/基建/机械,存储/数据/信息,精算/终端/交通,材料/化学/生物,智能/科技/算法,监测/杀菌/环保,医疗/疾病/细胞,图像/视频/画面,光电/电子/元件,焊接/机械/制造,传感/显示/三维,冶炼/化合/制备,石油/降解/回收,电力/设备/电缆,光伏/发电/配件,电池/驱动/工装,无机/制备/涂层,风电/监测/控制,药物/合成/生物,复合/纳米/超导,建筑/测定/试验,钢材/腐蚀/生产,车辆/轨道/列车,聚合/纤维/材料,导航/接收/航天,矿产/水利/岩土,烧结/锅炉/洗砂,能源/充电/调度,食品/水产/加工,技术/装置/系统,设备/方法/装置,海洋/开采/机械,航空/航天/控制,数据/广告/信息_答案：	0
这是哪种类别的专利？_一种基于量子网络中分流流量传送的量子态隐形传送方法_本发明公开了一种基于量子网络中分流流量传送的量子态隐形传送方法，alice发送未知多维多量子比特纠缠态给bob，包括：alice通过经典信道告知中心服务器该未知多维多量子比特纠缠态的qudit总数，中心服务器选择传送路径数和该路径上的中继节点数，使qudit并行且均衡地通过p条路径传输；在各中继节点的协助下，中心服务器协调，alice和bob之间建立起p条量子信道；alice利用量子隐形传态原理将未知的多维多量子比特纠缠态通过不同的量子信道协调并行传送给bob；bob执行幺正操作恢复未知多维多量子比特纠缠态，完成传送过程。本发明实现了一个未知多维多量子比特纠缠态在多条传送路径上的并行传输，链路具有动态性和灵活性，能够满足构建复杂量子通信网络的要求。_选项：通信/信号/天线,农业/基因/养殖,服装/基建/机械,存储/数据/信息,精算/终端/交通,材料/化学/生物,智能/科技/算法,监测/杀菌/环保,医疗/疾病/细胞,图像/视频/画面,光电/电子/元件,焊接/机械/制造,传感/显示/三维,冶炼/化合/制备,石油/降解/回收,电力/设备/电缆,光伏/发电/配件,电池/驱动/工装,无机/制备/涂层,风电/监测/控制,药物/合成/生物,复合/纳米/超导,建筑/测定/试验,钢材/腐蚀/生产,车辆/轨道/列车,聚合/纤维/材料,导航/接收/航天,矿产/水利/岩土,烧结/锅炉/洗砂,能源/充电/调度,食品/水产/加工,技术/装置/系统,设备/方法/装置,海洋/开采/机械,航空/航天/控制,数据/广告/信息_答案：	0
这是哪种类别的专利？_一种圆形4g lte mimo车载天线_一种圆形4g lte mimo车载天线，包括第一pcb板、第二pcb板、第三pcb板；第一pcb板与第二pcb板在空间上垂直布置，第一pcb板与第三pcb板在空间上平行布置；第一pcb板是圆形的平板，第一pcb板上设置有第三辐射器和第四辐射器，以及天线地和缝隙；第二pcb板是长方形的平板，第二pcb板上设置有第二辐射器、第一调谐器和第二调谐器；第三pcb板是长方形的平板，第三pcb板上设置有第一辐射器；第一pcb板、第二pcb板、第三pcb板都是厚度1毫米聚四氟乙烯板。第一辐射器、第二辐射器、第三辐射器、第四辐射器、第一调谐器、第二调谐器和天线地都是由附着在各pcb板上的铜箔构成；pcb板通过所敷铜箔电气连接。_选项：通信/信号/天线,农业/基因/养殖,服装/基建/机械,存储/数据/信息,精算/终端/交通,材料/化学/生物,智能/科技/算法,监测/杀菌/环保,医疗/疾病/细胞,图像/视频/画面,光电/电子/元件,焊接/机械/制造,传感/显示/三维,冶炼/化合/制备,石油/降解/回收,电力/设备/电缆,光伏/发电/配件,电池/驱动/工装,无机/制备/涂层,风电/监测/控制,药物/合成/生物,复合/纳米/超导,建筑/测定/试验,钢材/腐蚀/生产,车辆/轨道/列车,聚合/纤维/材料,导航/接收/航天,矿产/水利/岩土,烧结/锅炉/洗砂,能源/充电/调度,食品/水产/加工,技术/装置/系统,设备/方法/装置,海洋/开采/机械,航空/航天/控制,数据/广告/信息_答案：	0
这是哪种类别的专利？_一种5g通讯电缆故障监控系统_本发明公开了一种5g通讯电缆故障监控系统，包括信号采样模块、补偿反馈模块，所述信号采样模块对5g通讯电缆信号采样，信号采样模块连接补偿反馈模块，补偿反馈模块运用三极管q1、电容c3和电感l2、电容c2组成高频补偿电路展宽信号的通频带，为了进一步保证滤除扰动信号的准确性，避免异常高电平信号击穿电感l3，运用三极管q4检测运放器ar2输出端信号，将异常高电平信号经电阻r14分压，最后运用运放器ar3同相放大信号，三极管q5进一步三极管运放器ar3输出信号、三极管q3发射极信号电位差，运用三极管q2反馈信号至运放器ar2输出端，对运放器ar3输出信号峰值进一步校准，5g通讯电缆故障监控系统终端能够及时对5g通讯电缆故障及时响应。_选项：通信/信号/天线,农业/基因/养殖,服装/基建/机械,存储/数据/信息,精算/终端/交通,材料/化学/生物,智能/科技/算法,监测/杀菌/环保,医疗/疾病/细胞,图像/视频/画面,光电/电子/元件,焊接/机械/制造,传感/显示/三维,冶炼/化合/制备,石油/降解/回收,电力/设备/电缆,光伏/发电/配件,电池/驱动/工装,无机/制备/涂层,风电/监测/控制,药物/合成/生物,复合/纳米/超导,建筑/测定/试验,钢材/腐蚀/生产,车辆/轨道/列车,聚合/纤维/材料,导航/接收/航天,矿产/水利/岩土,烧结/锅炉/洗砂,能源/充电/调度,食品/水产/加工,技术/装置/系统,设备/方法/装置,海洋/开采/机械,航空/航天/控制,数据/广告/信息_答案：	0
这是哪种类别的专利？_一种测试方法及电子设备_本发明提供了一种测试方法及电子设备，该方法包括：基于选取的测试任务确定目标测试用例，根据所述目标测试用例确定对应的至少一个测试步骤；从至少一个测试环境中选取得到目标测试环境，根据所述目标测试环境确定目标域名信息以及目标地址信息；基于所述目标域名信息以及所述目标地址信息，构建所述测试步骤对应的测试请求；发送测试请求至服务器侧，获取到所述服务器侧反馈的测试结果。_选项：通信/信号/天线,农业/基因/养殖,服装/基建/机械,存储/数据/信息,精算/终端/交通,材料/化学/生物,智能/科技/算法,监测/杀菌/环保,医疗/疾病/细胞,图像/视频/画面,光电/电子/元件,焊接/机械/制造,传感/显示/三维,冶炼/化合/制备,石油/降解/回收,电力/设备/电缆,光伏/发电/配件,电池/驱动/工装,无机/制备/涂层,风电/监测/控制,药物/合成/生物,复合/纳米/超导,建筑/测定/试验,钢材/腐蚀/生产,车辆/轨道/列车,聚合/纤维/材料,导航/接收/航天,矿产/水利/岩土,烧结/锅炉/洗砂,能源/充电/调度,食品/水产/加工,技术/装置/系统,设备/方法/装置,海洋/开采/机械,航空/航天/控制,数据/广告/信息_答案：	0
这是哪种类别的专利？_天线方位角调节装置_一种天线方位角调节装置，包括对向的两个8字形支架(101)、动力输入电机(102)、主动齿轮(103)、外螺圈(104)和内螺杆(105)，对向的两个8字形支架(101)互配作基本支撑，主动齿轮(103)与外螺圈(104)外缘齿相切啮合，通过8字形支架(101)平行固定轴心并联动，动力输入电机(102)直接或转接与主动齿轮(103)同轴固定；动力输入电机(102)直接驱动主动齿轮(103)，主动齿轮(103)驱动外螺圈(104)旋转，外螺圈(104)中心处中有贯穿的内螺纹孔，内螺杆(105)的外螺纹与外螺圈(104)的内螺纹旋合，从螺孔中穿出。本发明改变传统，减少空间需求，增强结构布局灵活性。_选项：通信/信号/天线,农业/基因/养殖,服装/基建/机械,存储/数据/信息,精算/终端/交通,材料/化学/生物,智能/科技/算法,监测/杀菌/环保,医疗/疾病/细胞,图像/视频/画面,光电/电子/元件,焊接/机械/制造,传感/显示/三维,冶炼/化合/制备,石油/降解/回收,电力/设备/电缆,光伏/发电/配件,电池/驱动/工装,无机/制备/涂层,风电/监测/控制,药物/合成/生物,复合/纳米/超导,建筑/测定/试验,钢材/腐蚀/生产,车辆/轨道/列车,聚合/纤维/材料,导航/接收/航天,矿产/水利/岩土,烧结/锅炉/洗砂,能源/充电/调度,食品/水产/加工,技术/装置/系统,设备/方法/装置,海洋/开采/机械,航空/航天/控制,数据/广告/信息_答案：	0
这是哪种类别的专利？_光纤老化预测方法及装置_本申请提供一种光纤老化预测方法及装置，所述方法包括：获取待测光纤模块可接收的光信号的告警阈值；获取待测光纤模块接收到的，满足预设条件的多个历史光功率采样值和与各历史光功率采样值一一对应的多个历史采样时间点；根据多个历史光功率采样值和多个历史采样时间点进行多项式回归计算得到预测模型；通过预测模型计算待测光纤模块接收到的光信号的光功率下降至告警阈值的老化极限时间点。如此，可以根据接入待测光纤模块的光纤的实际老化情况估计老化极限时间点，使得对光纤可用年限的估计更为准确可靠。_选项：通信/信号/天线,农业/基因/养殖,服装/基建/机械,存储/数据/信息,精算/终端/交通,材料/化学/生物,智能/科技/算法,监测/杀菌/环保,医疗/疾病/细胞,图像/视频/画面,光电/电子/元件,焊接/机械/制造,传感/显示/三维,冶炼/化合/制备,石油/降解/回收,电力/设备/电缆,光伏/发电/配件,电池/驱动/工装,无机/制备/涂层,风电/监测/控制,药物/合成/生物,复合/纳米/超导,建筑/测定/试验,钢材/腐蚀/生产,车辆/轨道/列车,聚合/纤维/材料,导航/接收/航天,矿产/水利/岩土,烧结/锅炉/洗砂,能源/充电/调度,食品/水产/加工,技术/装置/系统,设备/方法/装置,海洋/开采/机械,航空/航天/控制,数据/广告/信息_答案：	0
