label	text
34	一种飞机交流发电机燃滑油散热器寿命试验测试装置<sep>本发明公开了一种飞机交流发电机燃滑油散热器寿命试验测试装置<sep>包括滑油侧常温系统、滑油侧高温系统、燃油侧常温系统、燃油侧高温系统、制冷系统、自控系统和环境舱<sep>本技术方案可实现多种燃滑油散热器进行流量、压力、温度和环境温度的循环疲劳试验，在该测试系统下，向产品通入高温、高压和大流量的滑油，当试验条件达到稳定后，通过自控系统自动进行切换，向产品通入低温、低压和小流量的滑油，从而实现验证油液流量、压力、温度的冲击来模拟飞机上油液流量、压力、温度和环境温度对产品寿命的影响，试验流量、压力、温度通过自控系统自动对管路上各检测点进行检测调节并采集记录，通过各检测点的采集参数反馈控制和数据记录
34	机场停机位的分配方法及装置<sep>本发明实施例提供一种机场停机位的分配方法及装置<sep>该方法包括：根据待分配的航班和机场环境的状态信息，构建环境状态矩阵；将环境状态矩阵输入至概率分配模型，获得概率分配模型输出的概率图，概率图用于指示将航班分配至每个停机位的概率；根据概率图为航班分配停机位<sep>本发明实施例通过根据待分配的航班和机场环境的状态信息，构建机场环境状态矩阵，提升建模的准确性，增大停机位分配的安全性；当待分配的航班和机场环境的状态信息发生变化时，只需要重新构建机场环境状态矩阵，就能得出相应的停机位分配方案，易于管理；直接将环境状态矩阵输入至概率分配模型，利用概率分配模型对航班进行实时分配，节省运算时间，提高机位分配问题效率
34	一种飞碟飞行器<sep>本实用新型提供了一种飞碟飞行器<sep>包括飞行器主体、中间动力推进器、外动力推进器、驾驶系统、燃料仓、设置在飞行器主体内的平衡仪、电力系统、雷达信号装置、以及设在飞行器主体底部的三脚轮支架；所述中间动力推进器设在所述飞行器主体中心，所述外动力推进器设在所述飞行器主体底部，所述驾驶系统、燃料仓均设在所述飞行器主体内<sep>本实用新型设有多个动力装置，可通过改变动力方向实现改变飞行方向，通过改变火力大小从而改变飞行器的速度大小，也可通过打开中间推动器和改变外推动器方向实现空中刹车或停留，也有利于飞行器起飞时更平衡，飞行时也更稳定。
34	滑行操作过程中用低压轴驱动风扇的飞行器发动机和方法<sep>本发明涉及在滑行操作过程中用低压轴驱动风扇的飞行器发动机和方法。具体地<sep>本发明提供了一种飞行器发动机、电动滑行系统和对应方法，以通过在滑行操作的过程中利用电动滑行系统驱动风扇组件来方便进行滑行，而无需操作核心燃气涡轮发动机。飞行器发动机包括核心燃气涡轮发动机，该核心燃气涡轮发动机包括压缩机、燃烧器和高压涡轮机。该飞行器发动机还包括联接至所述核心燃气涡轮发动机的风扇组件。该飞行器发动机进一步包括联接至所述风扇组件的电动滑行系统。该电动滑行系统包括能量存储装置和对由所述能量存储装置提供的能量作出响应的马达<sep>所述马达联接至所述风扇组件并被构造成在滑行操作的过程中驱动所述风扇组件
34	可以装弹射椅的直升机<sep>本发明是一种可以装弹射椅的直升机<sep>包括主机轴、固定桨叶总盘、平衡杆、轴套、控制折叠桨叶盘、分合盘组成。在突发情况下，所述分合盘内的制动销和轴套两侧的缺口相吻合，通过轴套随着螺纹向上移动，带动其内部的控制折叠桨叶盘，实现轴套和分合盘的分离，此时控制折叠桨叶盘带动平衡杆的上升和弹簧的共同作用下使直升机桨叶能够折叠，避免了弹射跳伞时旋翼伤人的状况<sep>该直升机克服了现有技术中的直升机弹射飞行员的问题处理不佳的现状，克服现有直升机不能安装弹射装置，提高了飞机员在紧急情况下生还的机率，该发明使飞行员安全弹出
34	一种飞机挡风玻璃疲劳实时监测装置<sep>本发明公开了一种飞机挡风玻璃疲劳实时监测装置<sep>其包括玻璃面应力监测采集通道，其呈网状预埋于挡风玻璃内部；第一应力传感器，其包覆于玻璃面应力监测采集通道内且设置于网状玻璃面应力监测采集通道的节点处；安装孔应力监测采集通道，其预埋于挡风玻璃内且与第二应力传感器相连，所述第二应力传感器预埋于挡风玻璃安装孔处<sep>所述第一应力传感器和第二应力传感器实时采集相应区域的应力信号，并分别经玻璃面应力监测采集通道和安装孔应力监测采集通道传送至处理器，当相应应力超过相应阈值时，处理器输出报警信息。
34	一种姿控动力系统热环境模拟试验热流控制系统及方法<sep>本发明属于航天发动机环境模拟技术领域<sep>具体涉及一种姿控动力系统热环境模拟试验热流控制系统及方法，解决了现有技术中灯阵热流密度控制连续性和可靠性不足，且过程中若热流测量出现较大偏离没有预警和应急处理的技术问题，其中，系统由上位机、控温仪、可控硅功率输出器和温度/热流传感器组成。控温仪采集试件的热流/温度值，与接收来自上位机的热流值进行比较，采用pid控制算法控制可控硅功率输出器的输出功率，同时将采集到的热流/温度值反馈给上位机进行数据保存、处理<sep>控制方法包括开环控制、以及在热流值或可控硅功率输出器输出电压出现较大偏差时，可由闭环控制切换为开环控制
34	高速多旋翼垂直起降飞行器<sep>本公开一般来说涉及包含固定翼飞行能力的高速垂直起降(vtol)飞行器。所述高速vtol飞行器可包含相对于所述飞行器在主翼上的纵轴等距地定位的至少两个推力产生旋翼以及相对于所述飞行器在垂直翼上的纵轴等距地定位的至少两个推力产生旋翼。所述旋翼可由电动机驱动。然而<sep>可使用其它动力源，例如，内燃机或混合式发动机。通过调整所述旋翼的速度和/或桨距，所述飞行器可从垂直飞行形态转变到水平飞行形态以及从水平飞行形态转变到垂直飞行形态<sep>本公开涉及一种高速多旋翼垂直起降飞行器
34	柔性飞行器的软件控制的刚度<sep>提供了柔性飞行器的软件控制的刚度。方法涉及由飞行器控制系统从一个或多个传感器接收与飞行器的形状和运动相关的偏斜信息<sep>以及由飞行器控制系统将偏斜信息分解成检测模态状态，包括具有第一模式强度的第一已知模式。方法还可以涉及由飞行器控制系统基于第一模式强度来确定第一模态补偿，以及由飞行器控制系统识别与第二已知模式相对应的期望控制。方法还可以进一步涉及基于第一模态补偿和第一模态权重，针对控制面确定第一控制响应，具有用于第一模式的第一模式权重以及用于第二模式的第二模式权重，以及基于期望控制和第二模式权重，针对控制面确定第二控制响应<sep>方法还可以涉及基于第一控制响应和第二控制响应，针控制面生成控制命令
34	一种粉末高温合金双辐板空心涡轮盘的连接方法<sep>本发明涉及航空发动机涡轮盘制造领域<sep>具体涉及一种粉末高温合金双辐板空心涡轮盘的连接方法。针对双辐板涡轮盘特有的半封闭、空心狭腔、焊接面积大的设计结构特点及新型粉末高温合金选材特点所带来的综合性问题，本发明以固相扩散连接为核心，通过焊接界面精密制备、扩散连接工艺曲线设计及优化、焊后恢复性能热处理等工艺措施，消除接头原始连接界面，实现粉末高温合金的可靠连接，提高涡轮盘结构完整性和使用性能<sep>与传统的高温合金扩散连接工艺相比，采用本发明的方法获得的连接接头原始连接界面消失，高温蠕变寿命超过了材料标准值，高温低周疲劳性能达到了材料标准值的90%以上，满足了空心涡轮盘设计及使用需求
34	一种飞机钣金拉伸精度控制机构<sep>本实用新型公开了一种飞机钣金拉伸精度控制机构<sep>包括主体和螺孔，所述主体的内部设置有安装机构，且安装机构的内部安置有控制面板<sep>该飞机钣金拉伸精度控制机构设置有安装机构，通过卡板卡合在卡槽的内部，从而将控制面板安装在安装机构的内部，十分便于使用者通过控制面板操作控制机构，控制飞机钣金拉伸精度，操作简单，方便，且通过安装机构内壁粘连的橡胶垫，能够有效防止控制面板与安装机构的内壁直接接触，使得控制面板与安装机构之间发生碰撞，磨损现象，反之，通过将卡板与卡槽分离，从而将控制面板从安装机构的内部进行拆卸工作，十分方便使用者进行检修工作，该设置具有良好的可拆卸结构，十分便于使用者进行安装、拆卸、检修工作
34	一种基于可垂直起降无人机的低空隔离空域交通管理方法<sep>一种基于可垂直起降无人机的低空隔离空域交通管理方法<sep>包括对起飞前的无人机进行计划审核和起飞授权，以及对飞行中的无人机进行冲突检测和流量控制。对起飞前的无人机进行计划审核和起飞授权包括预估函数建立，计划审核的关键问题建模，近似求解算法和对起飞前的无人机进行起飞授权。对飞行中的无人机进行冲突检测和流量控制包括冲突检测，流量控制的关键问题建模和近似求解算法。本发明确保了无人机间保持间隔距离，等待时长最短，飞行满足交通规范假设<sep>有助于低空隔离空域的空中交通安全、快捷、有序的运行，进一步提高智能化和经济效应
34	飞行限制设定系统、飞行限制设定方法及飞行限制设定程序<sep>实施方式的飞行限制设定系统具有损伤检测单元、和飞行限制计算单元<sep>损伤检测单元检测在构成航空器的结构体产生的损伤。飞行限制计算单元设定与由所述损伤检测单元检测出的损伤的程度对应的所述航空器的飞行限制<sep>另外，实施方式的飞行限制设定方法包括：利用损伤检测单元检测在构成航空器的结构体产生的损伤的步骤；以及设定与由所述损伤检测单元检测出的损伤的程度对应的所述航空器的飞行限制的步骤
34	双曲柄摇杆无相差双对翼扑翼飞行器及其工作方法<sep>本发明公开了一种双曲柄摇杆无相差双对翼扑翼飞行器及其工作方法<sep>属于新型飞行器。它包括机架，以及安装于机架上的双对翼，所述的双对翼包括位于下层的下对扑翼以及位于上层的上对扑翼，上、下双对扑翼可以重叠在一起。机架上设有驱动电机、减速机构、平面四连杆机构和对称布置的扑翼摇杆，所述驱动电机输出轴连接于减速机构的输入端，通过一级减速齿轮机构再传递到二级齿轮减速机构上然后带动两侧的曲柄进行转动然后带动摇杆进行上下的扑动，最终带动摇杆上的两对翼上下扑动<sep>本发明提供由一种双曲柄摇杆无相差驱动机构驱动的双对翼飞行器，解决飞行过程中的稳定及升力不足的问题
34	一种飞行器舵面系统故障诊断方法<sep>本发明公开了一种飞行器舵面系统故障诊断方法<sep>该方法以飞行器方向舵的正常状态、松浮状态、损伤状态、卡死状态以及反向状态等典型工况下的输出信号为研究对象，首先将采集到的信号进行集合模态经验分解，获得一系列成分简单相对稳定的固有模态函数(imf)分量和剩余(res)分量；然后分别计算各阶分量的能量值并以此构成信号特征矢量；最后以此作为输入信息建立基于后验概率的多分类支持向量机，进而判定飞机舵面系统的故障类型<sep>本方法可以有效地应用于舵面系统的故障诊断中，并有较高的准确率
34	全向运动大型飞机水平装配对接13自由度混联调姿平台<sep>本发明涉及一种全向运动大型飞机水平装配对接13自由度混联调姿平台<sep>其包括车体、两个展翼举升高度位置控制装置、前调姿腿模块和前举升高度控制模块，每个展翼举升高度位置控制装置均包括展翼控制模块、举升位置控制模块、举升高度控制模块和调姿腿模块，两个展翼举升高度位置控制装置对称设于车体的第一端面和第二端面，且前举升高度控制模块和前调姿腿模块分别通过前举升位置滑块基板和前升降滑块基板与车体连接<sep>本发明提供的全向运动大型飞机水平装配对接13自由度混联调姿平台，不仅可以在装配对接时可以实现自动调姿，还可以对装配件不平整的表面进行自适应调整，同时可以对车体宽度进行调节，以适应不同装备工位的场地要求
34	一种基于流量调节姿态控制方式的喷水飞行器<sep>本发明涉及飞行器技术领域<sep>尤其涉及一种基于流量调节姿态控制方式的喷水飞行器，包括流量调节阀、进水管、喷水机构和驱动机构，喷水机构具有进水口和多个喷水口，进水口与进水管连接，流量调节阀可转动的设于进水口与多个喷水口之间，用于控制流向各个喷水口的水流量，驱动机构与流量调节阀连接，用于带动流量调节阀转动<sep>从喷水机构喷出的水给飞行器本体提供一个反向的推力，喷水量的多少能够调节推力的大小，通过调节各个喷水口的喷水量，可实现对飞行器飞行姿态的控制，该喷水飞行器只需通过流量调节阀调节各个喷水口的喷水量的大小，即可实现飞行器在三维空间的稳定飞行，无需再通过人的姿态调整重心来调整飞行器的姿态
34	一种飞机轮子刹车毂拆装装置<sep>本实用新型公开了一种飞机轮子刹车毂拆装装置<sep>包括左基座，所述左基座上端设置有左顶座，所述左基座与左顶座之间固定安装有左液压缸，且左液压缸共有三个，所述左基座一侧设置有右基座，所述右基座上端设置有右顶座，所述右基座与右顶座之间固定安装有右液压缸，且右液压缸共有三个，所述左顶座一侧设置有左顶座螺槽，利用两个半圆弧形的左顶座与右顶座，能够分别对飞机轮子安装架进行卡合，利用左液压缸与右液压缸，能够对飞机轮子安装架进行液压顶升，从而方便飞机轮子刹车毂进行拆装，利用两个半圆弧形的左基座与右基座，能够对下方进行卡合<sep>从而对所需要顶升的飞机轮子安装架进行全面顶升
34	单自由度多关节折叠翼传动装置、机翼及飞行器<sep>本发明提供了一种单自由度多关节折叠翼传动装置、机翼及飞行器<sep>该装置包括首端关节连杆、驱动单元、中间关节连杆组、首端转动锥齿轮组件、首端传动锥齿轮组件、末端关节连杆和末端转动锥齿轮组件，中间转动锥齿轮组件用于实现任意两个相邻的中间关节连杆间绕第一方向的相对转动以及驱动中间传动锥齿轮运动，中间传动锥齿轮组件用于实现驱动单元的动力传递，首端传动锥齿轮组件用于将驱动单元的动力传递至第一中间转动锥齿轮组件，末端关节连杆通过末端转动锥齿轮组件与第n中间关节连杆绕第一方向可转动连接<sep>应用本发明的技术方案，以解决现有技术中机翼不可折叠所导致的空间占用大以及运载能力差的技术问题
34	一种机载多发解锁式灭火航弹快速自动投弹器<sep>本发明公开了一种机载多发解锁式灭火航弹快速自动投弹器<sep>该投弹器包括该投弹器包括投弹框架、气源组件、送弹机构、投弹解锁机构、挂弹限位机构和三扇轮限位机构；送弹机构、投弹解锁机构和三扇轮限位机构由气源组件进行驱动，启停信号由控制面板上按钮操控，挂弹限位机构仅提供灭火航弹向投弹位水平运动的自由度；送弹机构安装在挂弹限位机构上做水平运动将灭火航弹推至投弹位，三扇轮限位机构安装在投弹位与待装填位之间的侧面，三扇轮限位机构在投弹时起到隔开投弹位和待装填位上两个灭火航弹的作用，补弹时起到让开供弹通道的作用；投弹解锁机构安装在投弹框架的投弹位上<sep>本发明能够实现不大于0.5秒间隔的连续高速投弹
34	一种超磁致材料飞机机翼防除冰装置及其控制系统和应用<sep>本发明涉及飞机机翼防除冰装置技术领域<sep>尤其涉及一种超磁致材料飞机机翼防除冰装置及其控制系统和应用。装置包括：上超磁致伸展块上缠绕第一磁致线圈，上蒙皮覆盖在第一磁致线圈上；下超磁致伸展块上缠绕第二磁致线圈，下蒙皮覆盖在第二磁致线圈上，且上超磁致伸展块、下超磁致伸展块的两端分别固定在各自的支撑板上；上蒙皮和下蒙皮之间通过中部柔性蒙皮实现连接，且上蒙皮和中部柔性蒙皮之间，以及，下蒙皮和中部柔性蒙皮之间，均通过连接片实现连接，从而形成“v”形结构；内衬板设置在中部柔性蒙皮的内侧表面上<sep>本发明通过控制超磁致材料进行微幅度驱动变形及线圈通电生热，综合对机翼进行防除冰工作，实现了机翼快速低能耗防除冰的目的
34	一种飞行器复合材料组件加工用定位装置<sep>本实用新型公开了一种飞行器复合材料组件加工用定位装置<sep>包括工作台，工作台底端两侧均固定连接有侧板，两个侧板底端端部均固定连接有底脚两个侧板之间设有调节机构，调节机构位于工作台下方，调节机构上对称设有第一夹持板和第二夹持板，工作台上设有第一开口和第二开口，第一夹持板和第二夹持板分别通过第一开口和第二开口穿过工作台，第一夹持板和第二夹持板之间的工作台上设有放置槽，第一夹持板和第二夹持板上端相对侧分别固定连接有第一横板和第二横板，第一横板插设在第二横板内，本实用新型能够对加工件四侧进行挤压和夹持，从而使加工件能够快速的进行定位和固定<sep>保证加工件的稳定性
34	一种拍摄控制方法、装置及飞行器<sep>本发明实施例涉及飞行器技术领域<sep>公开了一种拍摄控制方法、装置及飞行器。其中，所述方法包括：获取包含目标群体的待拍摄画面，所述目标群体包括至少2个目标对象；确定所述目标群体在所述待拍摄画面中所处区域的区域边界；根据所述区域边界所构建的几何图形，调整拍摄角度。从而实现自动调整拍摄角度，以获取得到合适的拍摄图像或拍摄画面，减少了拍摄过程中对飞行器的手动干涉，而且减少手动操作对续航时间的占用，从而提高了飞行器的续航能力<sep>并且，本发明实施例提供的拍摄控制方法特别适用于多目标拍摄，为多目标拍摄确定合适的拍摄角度
34	民用航空器的模拟失密可变调节装置<sep>本实用新型涉及一种民用航空器的模拟失密可变调节装置<sep>其特征在于，包括模拟窗口、配套安装于模拟窗口上的可变调节装置、以及配置于舱外且与模拟窗口相连通的负压抽气系统；所述可变调节装置包括与所述模拟窗口相适配的模板，以及用以将所述模板可拆卸安装于所述模拟窗口上的锁紧件；所述负压抽气系统包括负压罐、负压管路、电控闸阀和负压罩，所述负压罐带有真空泵，所述负压管路一端与负压罐相连，另一端与负压罩相连，所述负压罩设于模拟窗口的外部，负压管路上配备有电控闸阀。本实用新型实现了模拟飞行器失密、失压状态过程的可调节、可控制<sep>为飞机驾驶员、乘务人员的适应性训练和应急处置演练提供了模拟平台和设备保障
34	具有在提升位置与推进位置之间旋转的电机的载具配置<sep>本公开描述了一种无人航空载具(“uav”)(100)的配置<sep>所述配置将有助于延长的飞行持续时间。所述uav可具有任何数量的提升电机(102)。例如，所述uav可包括四个提升电机(也被称为四轴飞行器)、八个提升电机(也被称为八轴飞行器)等。同样地，为了提高水平飞行的效率，所述uav还包括枢轴组件(109)，所述枢轴组件可绕着轴线(624)从提升位置旋转到推进位置<sep>所述枢轴组件可包括两个或更多个偏移电机(610)，所述偏移电机生成差动力，所述差动力将导致所述枢轴组件在所述提升位置与所述推进位置之间旋转，而无需任何额外的电机或齿轮
34	飞行器辅助起降装置及其降落与起飞控制方法<sep>本发明提供一种飞行器辅助起降装置<sep>包括磁性部件及降落组件；所述降落组件具有降落表面、磁化部件及消磁部件；当所述磁化部件进入所述磁性部件的磁场范围内时，所述磁性部件能够对所述磁化部件充磁，使所述磁性部件与所述磁化部件产生磁性吸引力；所述飞行器开机并启动螺旋桨时，所述消磁部件能够消除或削弱所述磁性部件与所述磁化部件之间的磁性吸引力。磁性部件设置于飞行器上，并与不在飞行器上的降落组件的降落表面、磁化部件及消磁部件相配合，实现飞行器降落时的吸附固定与开机并启动螺旋桨时的吸附力消除或削弱，辅助飞行器自动起降，保证降落固定可靠，以保证飞行器的性能<sep>本发明还提供了一种飞行器辅助起降装置的降落与起飞控制方法
34	二级自动刹车的飞机电传刹车系统及刹车方法<sep>一种二级自动刹车的飞机电传刹车系统及刹车方法<sep>自动刹车开关安装在驾驶舱内；自动刹车开关通过电缆与液电阀实施电气联接<sep>自动刹车开关由驾驶员手动操纵，控制向液电阀提供或断开电源，控制液电阀接通或断开本发明利用现有成熟的附件构建自动刹车系统，使飞机正常刹车系统具有二级自动刹车能力，完善和扩充了正常刹车系统运行选择范围，最大限度充分利于跑道可提供的结合力矩，因此在使用自动刹车的刹车方式下较常规刹车缩短着陆滑跑距离35％左右，保障了飞机起飞着陆安全，提高了机场跑道利用率和装备利用率，经济、社会和军事效益明显。
34	用于垂直起降飞机的旋翼头<sep>本发明提供一种用于垂直起降飞机的设备。所述设备包含旋翼头<sep>所述旋翼头具有旋翼毂和多个旋翼叶片附接结构。所述附接结构围绕所述旋翼毂安置且从所述旋翼毂径向向外延伸。所述附接结构中的每一者可以由柔性基质复合物材料构造或另外包含柔性基质复合物材料<sep>另外或替代地，所述旋翼头可为单块式无轴承旋翼头
34	一种飞机轮胎夹持托举装置及其控制系统<sep>本发明公开了一种飞机轮胎夹持托举装置<sep>涉及飞机轮胎夹持托举装置技术领域。本发明包括u形支撑板、u形底座、夹持装置；u形底座包括一直板；直板两端对称固定两侧板；夹持装置包括弧形座；弧形座一侧面为弧形面；弧形面上固定一弧形夹板；弧形夹板两侧面固定弧形护板；弧形夹板与两弧形护板围成轮胎槽道。本发明还提供一种飞机轮胎夹持托举装置的控制系统<sep>本发明通过两侧板上固定两相互对称的夹持装置同时通过第一伸缩装置控制两夹持装置相对运动实现对飞机轮子夹持，通过弧形夹板与两弧形护板围成轮胎槽道与飞机轮胎匹配，提高夹持的稳定性，同时通过第二伸缩装置对加持装置的举升，便于飞机轮子安装以及检修
34	一种减振连接结构及具有其的飞机<sep>本申请属于飞机减振结构设计技术领域<sep>具体涉及一种减振连接结构，包括：支撑件，其上具有支撑腔，支撑腔壁面沿轴向上开设有支撑通孔；减振件，设置在支撑通孔中，与支撑件固定连接，具有弹性部件，弹性部件能够沿支撑通孔轴向发生弹性形变；连接件，沿支撑通孔轴向设置，其具有连接端及减振端，减振端与弹性部件连接<sep>此外，还涉及一种具有上述减振连接结构的飞机
34	用于冷却飞行器的至少一个自主电源的装置和方法<sep>本发明涉及一种用于冷却飞行器的至少一个自主电源(115)的装置(10)<sep>其特征在于，包括：用于使冷却流体(110)冷却的空气(110)的入口(105)，所述冷却流体(110)被引向所述飞行器的至少一个自主电源，热空气(120)的收敛形出口(130)，所述出口包括用于控制空气流量的活动装置(125)，和所述飞行器的监控装置(150)，所述监控装置根据所述自主电源的冷却需求(145)来控制用于控制空气流量的所述活动装置<sep>本发明还涉及一种用于冷却飞行器的至少一个自主电源的方法以及一种包括这种装置的飞行器
34	一种可自动躲鸟的微型四旋翼飞行器<sep>本实用新型公开了一种可自动躲鸟的微型四旋翼飞行器<sep>包括飞行器本体<sep>本实用新型通过马达驱动齿轮带动扇形齿轮在两个固定座上定向转动，从而使得安装板得以有效的通过连接件带动两个躲鸟器在飞行器本体上前后摆动，同时通过在飞行器本体上设有两个万向球并通过吊耳与销轴将两个电动推杆分别与飞行器本体和躲鸟器实施转动连接，从而使得两个躲鸟器在飞行器本体上前后摆动的同时还能够实现上下位置的驱动，且通过在躲鸟器外围设有的led灯带能够使得飞行器本体在天空飞行时实现对鸟群的警示作用的同时还能够通过摆动状态下的躲鸟器对鸟群实施驱赶的效果进而有效的实现躲避鸟群避免损伤的情况从而有效的弥补了现有技术中的不足。
34	航空器<sep>本发明涉及航空器。它包括机身、主机翼、尾翼和伸缩装置。机身中心轴线的轴向同航空器的前进方向平行。主机翼固定于机身沿自身中心轴线方向的中部偏前端。其伸缩装置构成形态之一是包括驱动电机、螺杆和套筒。驱动电机固定于机身内腹中。螺杆一端同驱动电机连接<sep>另一端可旋转地伸入套筒中。套筒同螺杆伸入端相对的一端固定有尾翼。套筒以径向和周向同时固定而轴向可滑动的方式安装在机身内腹中<sep>该航空器可在飞行中改变自身的转动惯量，进而获得优良的转向机动性
34	自主飞行器的近飞测试演习<sep>用于在执行任务之前通过在低海拔处执行简短的近飞测试演习来评估自主飞行器的操作条件的方法、设备、系统和非暂时性处理器可读介质。所述自主飞行器的处理器可以接收近飞测试演习指令<sep>所述近飞测试演习指令指示将被所述自主飞行器执行的近飞测试演习。所述处理器可以控制发动机以使所述飞行器在测试区域内执行近飞测试演习，获得指示在执行所述近飞测试演习时的稳定性和性能信息的数据，并且响应于所获得的数据采取行动。行动可以包括调整有效载荷、重量或者所述飞行器的一部分的位置以及调整飞行计划<sep>所述近飞测试演习可以包括用于测试在预期的飞行条件下执行飞行路径的所述飞行器的稳定性和有效载荷的一系列行动
34	一种用于飞机客舱的疫情防护面罩<sep>一种用于飞机客舱的疫情防护面罩<sep>包括帽子、罩片、通气软管和连接头，所述罩片连接于帽子面部处；所述帽子内一侧缝合有环形吊布，另一侧缝合有布片；所述通气软管出气端从罩片一侧穿入，经环形吊布并且压折后与布片进行缝合；所述通气软管穿入至帽子内的部分开设有若干出气孔，出气孔上一体连接有斜向的出气管；所述出气管的出气方向朝向罩片；所述通气软管进气端与连接头连接；所述连接头内开设有连接孔<sep>与现有技术相比，本实用新型的一种用于飞机客舱的疫情防护面罩，乘客在佩戴时，有效隔离和阻断飞机客舱内空气中的病菌、病毒在旅客间的传播，为旅客提供安全的客舱乘机环境
34	一种民航飞机空调流量控制活门状态监控装置和方法<sep>本发明公开了一种民航飞机空调流量控制活门状态监控装置和方法<sep>本发明方法和装置基于dfdau、acars、地面工程监控模块，通过在acms中增设用于监控fcv状态的事件触发逻辑，定制包含fcv状态参数的fcv报文的格式，在fcv空中非指令关断时，事件触发逻辑触发生成fcv报文，报文通过机载打印设备打印，和/或通过mcdu显示，和/或通过acars实时传输至地面工程监控模块，以便及时将fcv的状态通知给地面机务人员和/或机组，形成一种以故障报警触发实时监控的监控机制，减轻机组的压力，使机组不用时刻关注飞机的客舱高度来了解飞机的增压情况<sep>而是主动警告地面机务人员和/或机组潜在的应急状态
34	一种可垂直起降的变结构飞行器<sep>本发明公开了一种可垂直起降的变结构飞行器<sep>包括飞行器本体，所述飞行器本体包括推进装置和变结构机构；主要通过变结构机构实现在垂直起降和平飞模式切换中改变发动机推力作用点和方向的一种矢量推进技术。变结构机构一端和飞机连接，另一端和发动机连接。垂直起降时，变结构机构展开，发动机推力垂直向上；平飞时，变结构机构收起，发动机推力水平向前。变结构过程中发动机推力始终保持平行。本发明具有灵活的垂直起降和大航程飞行能力，给出了本发明的飞行控制原理<sep>具有结构简单，稳定性好，气动效率高，能源效率高，气动噪声低，隐身性能好，变结构过程中不改变飞机姿态，舒适性好
34	用于飞行器着陆缓冲试验的滑车台多级刹车及拦阻系统<sep>本申请属于抗冲击性能测试技术领域<sep>特别涉及一种用于飞行器着陆缓冲试验的滑车台多级刹车及拦阻系统，包括：两根水平滑轨；滑车台装置，滑动设置在两根滑轨上；推进装置，设置在两根滑轨的一端端部，为滑车台装置提供推力；刹车装置，包括多级刹车组件，且沿滑轨长度方向均匀间隔分布，用于在滑车台装置滑动到对应位置处时对滑车台装置进行多级刹车减速；拦阻装置，设置在两根滑轨的另一端端部，用于对滑车台装置进行拦阻<sep>本申请的滑车台多级刹车及拦阻系统，通过设计滑车台多级刹车系统和滑车台拦阻系统，保证大吨位高速结构能在拦阻系统末端速度减小为零，有效应用于滑车台高速冲击试验、大吨位高速结构缓冲减速设计等领域
34	一种涵道倾转飞行器<sep>本实用新型公开了一种涵道倾转飞行器<sep>包括机体，升降副翼，涵道组，垂直安定面。其中机体纵向截面为翼型截面，机体后部分为活动体，活动体上表面左右部分有一段水平面用于安装涵道组，升降副翼在活动体上。涵道组为四个，其中两个对称安装在机体前方两侧，可以90度倾转，剩余两个对称安装在活动体左边和右边水平面上，涵道口与水平面垂直，与活动体成为一体。本实用新型采用飞翼与涵道结合技术，控制简单，阻力小，航时长。在水平飞行和倾转过程时，活动体上的涵道有吸气作用，可以防止气流分离，同时提升机体的升力；前部分涵道不产生干扰。采用涵道噪声减小同时旋翼不外露更加安全<sep>垂直阶段迎风面小，抗风性好
34	一种油门台用摩擦阻尼装置<sep>本发明属于飞机油门操纵系统的应用开发领域<sep>涉及一种油门台用摩擦阻尼装置，其特征在于：所述摩擦阻尼装置采用一体式模块化设计，直接安装于油门台壳体上，与油门杆系统扇齿轮及调力旋钮相连，为油门杆提供操纵力；所述的摩擦阻尼装置采用双接触式摩擦副，油门杆操纵力可随摩擦副正压力变化而改变；所述摩擦阻尼装置由调节组件(1)和预紧组件(2)组成，调节组件(1)和预紧组件(2)通过连接螺钉(3)连接组成整体<sep>解决了传统阻尼装置不能实现外场可调问题的同时，摩擦阻尼装置受环境温度影响小，安装方便，维修性好
34	一种航天器低冲击空间对接密封装置<sep>一种航天器低冲击空间对接密封装置<sep>包括目标飞行器对接密封结构和追踪飞行器对接密封结构，目标飞行器对接密封结构和追踪飞行器对接密封结构两者结构相同，均包括前置密封件、后置密封件、保持架、紧固件和平面法兰，保持架通过紧固件与平面法兰连接，保持架与平面法兰相接触的一侧安装有后置密封件，保持架用于对接的一侧安装有前置密封件<sep>本发明能够满足空间对接飞行器低冲击对接系统对接面密封要求，具有低载荷、易对接、易分离、冗余密封以及反复使用的特性
34	一种航天器轻质零部件装配及调试过程中的重力卸载装置<sep>本发明公开了一种航天器轻质零部件装配及调试过程中的重力卸载装置<sep>括水平顶板、气足机构、弹簧机构和防护机构，气足机构的上部与水平顶板的下部负压或磁吸附；气足机构包括真空负压吸附单元、微压气膜减阻单元和固定架，其中，真空负压吸附单元和微压气膜减阻单元置于固定架的固定盘中，微压气膜减阻单元置于真空负压吸附单元外侧<sep>本发明通过恒力弹簧系统实现对航天器轻质零部件的重力平衡，能够满足大尺寸、航天器轻质零部件地面装配及展开测试过程中的重力卸载技术需求
